icon,Collection,Date,Description,Place,Title,latitude,longitude,url
synagogue,Congregation Shaare Tikvah,1965-1967,,"141 Xenia Street, SW, Washington, D.C.",,38.8346676,-77.0097418,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-shaare-tikvah?slide=3
synagogue,Congregation Shaare Tikvah,1967-2002,,"5404 Temple Hills Road, Temple Hills, MD",,38.812175,-76.9374,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-shaare-tikvah?slide=5
synagogue,Shaare Tefila Congregation,1954-1965,,"405 Riggs Road, NE, Washington, D.C.",,38.9588915,-77.0006337,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/shaare-tefila?slide=0
synagogue,Shaare Tefila Congregation,1965-2006,,"11120 Lockwood Drive, Silver Spring, MD",,39.038669,-76.99368,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/shaare-tefila?slide=2
synagogue,Shaare Tefila Congregation,2011-present,,"16620 Georgia Avenue, Olney, MD",,39.1283377,-77.0730982,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/shaare-tefila?slide=5
synagogue,Temple Sinai,1952-1957,,"3101 Wisconsin Avenue, NW, Washington, D.C.",,38.9306997,-77.072822,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/temple-sinai?slide=0
synagogue,Temple Sinai,1957-present,,"3100 Military Road, NW, Washington, D.C.",,38.9605563,-77.0629162,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/temple-sinai?slide=2
synagogue,Temple Micah,1966-1995,,"600 M Street, SW, Washington, D.C.",,38.8760508,-77.0202688,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/temple-micah?slide=0
synagogue,Temple Micah,1995-present,,"2829 Wisconsin Avenue, NW, Washington, D.C.",,38.9269205,-77.0731836,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/temple-micah?slide=4
synagogue,Hebrew Home for the Aged,1914-1924,,"415 M Street, NW, Washington, D.C.",,38.905868,-77.0167725,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/hebrew-home-of-greater-washington-jssa?slide=0
synagogue,Jewish Social Service Agency,1940-1969,,"1131 Spring Road, NW, Washington, D.C.",,38.9363873,-77.0291401,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/hebrew-home-of-greater-washington-jssa?slide=3
synagogue,Jewish Social Service Agency,1969-present,,"6123 Montrose Rd, Rockville, MD",,39.053439,-77.124033,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/hebrew-home-of-greater-washington-jssa?slide=4
synagogue,"Washington, D.C. Jewish Community Center",1997-present,,"16th and Q Streets, NW, Washington, D.C.",,38.9111243,-77.0365174,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/jewish-community-centers?slide=6
synagogue,Jewish Community Center,1926-1969,,"16th and Q Streets, NW, Washington, D.C.",,38.9111243,-77.0365174,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/jewish-community-centers?slide=2
synagogue,Melvin J. Berman Hebrew Academy,1946-1951,,"3235 O Street, NW, Washington, D.C.",,38.9078297,-77.065092,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/hebrew-academy?slide=2
synagogue,Melvin J. Berman Hebrew Academy,1944-1946,,"1202 Decatur Street, NW and 4710 Georgia Avenue, NW, Washington, D.C.",,38.9482562,-77.0269383,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/hebrew-academy?slide=0
synagogue,Melvin J. Berman Hebrew Academy,1951-1976,,"16th and Fort Stevens Drive, NW, Washington, D.C.",,38.9648192,-77.0364304,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/hebrew-academy?slide=4
synagogue,Melvin J. Berman Hebrew Academy,1976-1999,,"2010 Linden Lane, Silver Spring, MD",,39.008365,-77.0450122,
synagogue,Melvin J. Berman Hebrew Academy,1999-present,,"13300 Arctic Avenue, Rockville, MD",,39.074096,-77.101035,
synagogue,Washington Hebrew Congregation Cemetery,1879,,"1380 Alabama Avenue, SE, Washington, D.C.",,38.84672,-76.98563,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/historic-jewish-cemeteries?slide=1
synagogue,Adas Israel Congregation Cemetery,1870,,"1400 Alabama Avenue, SE, Washington, D.C.",,38.8459559,-76.9847351,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/historic-jewish-cemeteries?slide=0
synagogue,Elesavetgrad Cemetery,,,"3233 15th Place, SE, Washington, D.C.",,38.8482645,-76.9826357,
synagogue,Ohev Sholom Talmud Torah Cemetery,1895,,"3237 Congress Place, SE, Washington, D.C.",,38.8468155,-76.983833,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/historic-jewish-cemeteries?slide=2
small_blue,Ezras Israel Congregation Collection,1921-01-01,"Large group of Sunday School children gathered on bima of Ezras Israel synagogue at 8th and I Street, NE.  Girl seated near left side with long curls is Augusta Dessoff (nee Silverman).","8th st NE and I Street, NE",Ezras Israel Sunday School,38.901326,-76.994961,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=774A1725-03E0-4585-8644-638492232529;type=102
synagogue,Lillian & Albert Small Jewish Museum,1965-01-01,,"3rd and G Streets NW, Washington, D.C.",,38.898326,-77.015224,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/adas-israel-congregation?slide=2
small_blue,,1950-03-25,"Lillian Wolfe and her close-knit extended family celebrated a rare Passover seder out together at Solomon’s, a local kosher restaurant on Kennedy Street, NW, March 25, 1950.

The Tivel branch of the family in the family includes members of the Green, Perlmutter, Sobel, Perchick, Wolfe, Levitt, Bordow, Paul, Kramer, and Wolf families.","Kennedy Street, NW",Solomon’s Restaurant,38.956352,-77.023173,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=6BF83A32-7E2D-46F7-AB68-894526415760;type=102
synagogue,Talmud Torah synagogue,1893-1951,,"467 E Street, SW, Washington, D.C.",,38.882967,-77.018976 ,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/ohev-sholom-talmud-torah-congregation?slide=0
synagogue,Ezras Israel Congregation,1907-1959,,"800 I Street, NE, Washington, D.C.",,38.901341,-76.994945,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/ezras-israel-congregation-of-rockville?slide=1
small_blue,Isador and Bessie Turover Collection,late 1940s or early 1950s,"Passover seder at Isador and Bessie Turover’s apartment (Dorchester House, 2480 16th Street, NW), late 1940s or early 1950s","2480 16th Street, NW",,38.9229084,-77.0370568,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=AD52F31E-55ED-4557-983D-778391113924;type=102
small_blue,,1920-01-01,"Photograph of Reines family store on 4 1/2 Street, SW, ca. 1920","4 1/2 Street, SW",,38.879297,-77.017544,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=149B50FA-DB76-49AC-82B7-264577124743;type=102
small_blue,,1940-01-01,"Cardboard folded menu, ?The Original Hofberg's Kosher Delicatessen and Sandwich Shop, 7822 Eastern Avenue, NW, Washington D.C","7822 Eastern Avenue, NW, Washington D.C",,38.9838349,-77.0258809,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=4779B895-5A05-4CB2-90ED-817285619327;type=301
small_blue,,1940-09-15,"Booklet containing rules and regulations for the use of the community mikvah at 3601 14th Street, NW, dedicated September 15, 1940. Booklet includes photograph of the building on front cover. Inside front cover reads: The Model Mikvah is a Community Undertaking not a business venture. Features individual mikvah, ever changing water, beauty parlor, reception room, strict sanitation.","3601 14th Street, NW",New Model Beth Hatevilah,38.936297,-77.032388,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=F0725643-B749-47B9-AE8A-628930680440;type=301
small_blue,Maurice and Flora Atkin Collection,1936-01-01,"Penny postcard addressed to Eleanor Blumenthal at 2012 Klingle Road, NW, postmarked Washington DC 1936. Card reads ""We're happy to write our congratulations to you on your birthday today. We're proud to be the friend of so many fine boys and girls and hope that you'll always be a friend of ours. Miss Solomon, Rich's, The store where mother buys your shoes.""","2012 Klingle Road, NW",Birthday Wishes,38.9327109,-77.0459769,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=4E4C8F23-F3D1-48D7-B9F3-475460074265;type=301
small_blue,Maurice and Flora Atkin Collection,1908-09-24,"Rosh Hashanah postcard sent to Herman Blumenthal at 1838 7th Street, NW, 1908. Front of card shows basket of blue flowers with inscription: ""All Good Wishes for the New Year"" in English and Hebrew. Card is signed ""Your friend J. Halle""","1838 7th Street, NW",,38.9146795,-77.0219427,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=77400D53-EFA5-4F5C-A399-084773718174;type=301
small_blue,Maurice and Flora Atkin Collection,1909-09-15,"Rosh Hashanah penny postcard sent to Herman Blumenthal, 1812 7th Street, NW, 1909. Front of card shows rabbi wearing robes and tallit and holding Torah crown, mantle, and cover.""Happy New Year"" inscribed in English and Hebrew with an additional Hebrew phrase on top. Reverse of card shows short message from Mr. and Mrs. Simon, 249 N. Exeter Street, Baltimore, MD.","1812 7th Street, NW",,38.9142906,-77.0219442,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=44C4B221-34AC-440D-BD76-948769218140;type=301
small_blue,Maurice and Flora Atkin Collection,1915-01-01,"Penny postcard postmarked Baltimore and mailed to Mr. Herman Blumenthal at 1810 7th Street NW, February 27, 1915. Message reads ""Each member of the Levy family extends their best wishes for a very happy birthday.""",1810 7th Street NW,A Joyous Birthday,38.9142607,-77.0219444,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=7FF14832-E58D-491C-8A8E-871650018304;type=301
small_blue,,1920-01-01,"Mildred Sirota (left) with Father's sister's daughter Miriam Zbar from New York. Outside Sirota's pharmacy at 3rd & G Streets, NW","3rd Street NW & G Streets, NW",,38.8983257,-77.0152237,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=E864B366-D6DA-43A7-A161-175320819224;type=102
small_blue,Business Card Collection,ca 1870-1880,"Illustrated business card for C. Baum, Ladies' and Children's Ready-Made Garments, 408 and 416 Seventh Street, NW. ","416 Seventh Street, NW",,38.8953062,-77.0219346,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=619A00C6-00C0-4742-B655-292026648000;type=301
small_blue,Business Card Collection,ca 1870-1880,"Illustrated business card for L. Heilbrun's Shoe House, 402 Seventh Street, NW. ","402 Seventh Street, NW. ",,38.8949871,-77.0219286,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=C579B134-4AFF-42B3-BB03-327233850519;type=301
